Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
1,"J Keim, A Kaplan, A Koziolek, M Mirakhorli",Using BERT for the detection of architectural tactics in code,2020,,scholar.archive.org,https://scholar.archive.org/work/lv7fljw3wnh4hj7wpsvuemgvei/access/wayback/https://publikationen.bibliothek.kit.edu/1000121031/81792187,"https://scholar.google.com/scholar?cites=12294263063608038615&as_sdt=2005&sciodt=0,5&hl=en",415,08/02/2022 12:39,BOOK,,,,,,,,1,0.5,0,4,2,"… traceability approaches [3]. Recently, a lot of progress has been made in the domain of natural language processing (NLP)… pattern detection from source code by classification approach. …",https://scholar.archive.org/work/lv7fljw3wnh4hj7wpsvuemgvei/access/wayback/https://publikationen.bibliothek.kit.edu/1000121031/81792187,"https://scholar.google.com/scholar?q=related:1xSQWR7_naoJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
10,"R de Almeida Falbo, CEC Braga, BN Machado",Semantic Documentation in Requirements Engineering.,2014,CIbSE,researchgate.net,https://www.researchgate.net/profile/Ricardo-Falbo/publication/287241511_Semantic_documentation_in_requirements_engineering/links/56b0a49008ae9c1968b86158/Semantic-documentation-in-requirements-engineering.pdf,"https://scholar.google.com/scholar?cites=12601060317059985725&as_sdt=2005&sciodt=0,5&hl=en",435,08/02/2022 12:39,PDF,,,,,,,,10,1.25,3,3,8,"… between requirements and other software artifacts, such as … Traceability matrices should be manually produced by the … The NLP services include services for: (i) finding spelling and …",https://www.researchgate.net/profile/Ricardo-Falbo/publication/287241511_Semantic_documentation_in_requirements_engineering/links/56b0a49008ae9c1968b86158/Semantic-documentation-in-requirements-engineering.pdf,"https://scholar.google.com/scholar?q=related:PbGhV5j1364J:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
2,"AH Rasekh, AH Arshia, SM Fakhrahmad…",Mining and discovery of hidden relationships between software source codes and related textual documents,2018,… Scholarship in the …,academic.oup.com,https://academic.oup.com/dsh/article-abstract/33/3/651/4583486,"https://scholar.google.com/scholar?cites=13000410834489233170&as_sdt=2005&sciodt=0,5&hl=en",436,08/02/2022 12:39,,,,,,,,,2,0.5,1,4,4,… a static traceability method for detecting latent links and tracing such links between software source code and … This section defines essential terms regarding text mining and standards of …,,"https://scholar.google.com/scholar?q=related:Es_eW8a8arQJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
38,"G Scanniello, A Marcus, D Pascale",Link analysis algorithms for static concept location: an empirical assessment,2015,Empirical Software Engineering,Springer,https://link.springer.com/article/10.1007/s10664-014-9327-7,"https://scholar.google.com/scholar?cites=10379054144741460737&as_sdt=2005&sciodt=0,5&hl=en",454,08/02/2022 12:39,,10.1007/s10664-014-9327-7,,,,,,,38,5.43,13,3,7,… concerning concept location approaches and then we present related work about approaches to support searching code in source code repositories and traceability link recovery. …,https://www.researchgate.net/profile/Giuseppe-Scanniello/publication/264125375_Link_Analysis_Algorithms_for_Static_Concept_Location_an_Empirical_Assessment/links/53d8c7560cf2a19eee837843/Link-Analysis-Algorithms-for-Static-Concept-Location-an-Empirical-Assessment.pdf,"https://scholar.google.com/scholar?q=related:AUvcCcHOCZAJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
34,"X Xia, D Lo, X Wang, C Zhang, X Wang",Cross-language bug localization,2014,Proceedings of the 22nd …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/2597008.2597788,"https://scholar.google.com/scholar?cites=2504153384396384923&as_sdt=2005&sciodt=0,5&hl=en",470,08/02/2022 12:39,,10.1145/2597008.2597788,,,,,,,34,4.25,7,5,8,… source code files contain different words in different languages. We refer to the bug localization problem where identifiers and comments in source code … instead of traceability recovery. …,https://ink.library.smu.edu.sg/cgi/viewcontent.cgi?article=3422&context=sis_research,"https://scholar.google.com/scholar?q=related:m-oJTDyKwCIJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
13,"R Xie, L Chen, W Ye, Z Li, T Hu, D Du…",Deeplink: A code knowledge graph based deep learning approach for issue-commit link recovery,2019,2019 IEEE 26th …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8667969/,"https://scholar.google.com/scholar?cites=3702619877541911295&as_sdt=2005&sciodt=0,5&hl=en",515,08/02/2022 12:39,,,,,,,,,13,4.33,2,7,3,"… and generate embeddings of source code files to capture the … working on natural language processing (NLP)—especially … (eg, method invocation and traceability link). We limit the …","https://scholar.google.com/scholar?output=instlink&q=info:_5ovSylZYjMJ:scholar.google.com/&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022&scillfp=13121163584074782204&oi=lle","https://scholar.google.com/scholar?q=related:_5ovSylZYjMJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
93,"S Wang, D Lo, J Lawall",Compositional vector space models for improved bug localization,2014,2014 IEEE International Conference …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/6976083/,"https://scholar.google.com/scholar?cites=7169545307577419524&as_sdt=2005&sciodt=0,5&hl=en",556,08/02/2022 12:39,,,,,,,,,93,11.63,31,3,8,"… Marcus and JI Maletic, “Recovering documentation-to-source-code traceability links using latent semantic indexing,” in ICSE, 2003. [31] SK Lukins, NA Kraft, and LH Etzkorn, “Bug …",https://ink.library.smu.edu.sg/cgi/viewcontent.cgi?article=3427&context=sis_research,"https://scholar.google.com/scholar?q=related:BIc4q3hXf2MJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
262,"X Ye, H Shen, X Ma, R Bunescu, C Liu",From word embeddings to document similarities for improved information retrieval in software engineering,2016,Proceedings of the 38th …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/2884781.2884862,"https://scholar.google.com/scholar?cites=16063272483148351484&as_sdt=2005&sciodt=0,5&hl=en",561,08/02/2022 12:39,,10.1145/2884781.2884862,,,,,,,262,43.67,52,5,6,"… of word representations in natural language processing, we … the source code, within which we rank all the source code files … Recovering traceability links between an API and its learning …",https://www.researchgate.net/profile/Xin-Ye-15/publication/296526040_From_Word_Embeddings_To_Document_Similarities_for_Improved_Information_Retrieval_in_Software_Engineering/links/5adf55b2a6fdcc29358e96a1/From-Word-Embeddings-To-Document-Similarities-for-Improved-Information-Retrieval-in-Software-Engineering.pdf,"https://scholar.google.com/scholar?q=related:_EddcDc17N4J:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
173,"AN Lam, AT Nguyen, HA Nguyen…",Combining deep learning with information retrieval to localize buggy files for bug reports (n),2015,2015 30th IEEE/ACM …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7372035/,"https://scholar.google.com/scholar?cites=5168640155574038070&as_sdt=2005&sciodt=0,5&hl=en",580,08/02/2022 12:39,,,,,,,,,173,24.71,43,4,7,"… texts in bug reports and technical terms in source code as the key limitation of those aforemen… , eg, pattern recognitions, natural language processing (NLP), image and text processing …",,"https://scholar.google.com/scholar?q=related:Nm7PPNayukcJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
0,"G Yang, B Lee",Utilizing Topic-Based Similar Commit Information and CNN-LSTM Algorithm for Bug Localization,2021,Symmetry,mdpi.com,https://www.mdpi.com/2073-8994/13/3/406,,581,08/02/2022 12:39,,,,,,,,,0,0,0,2,1,"… traceability between the bug report and the source code. If a user submits a new bug report after training, our approach predicts a buggy source code … using natural language processing …",https://www.mdpi.com/2073-8994/13/3/406/pdf,"https://scholar.google.com/scholar?q=related:q6Foo1GeFLsJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
1,"R Malhotra, S Aggarwal, R Girdhar…",Bug localization in software using NSGA-II,2018,2018 IEEE Symposium …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8405511/,"https://scholar.google.com/scholar?cites=2093445100318682017&as_sdt=2005&sciodt=0,5&hl=en",590,08/02/2022 12:39,,,,,,,,,1,0.25,0,4,4,"… the classes present in the source code according to their proneness of containing a bug, depending upon the bug reports. The model uses a text mining approach and recommends a …",,"https://scholar.google.com/scholar?q=related:oetGKTppDR0J:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
0,"B Jiang, P Liu, J Xu",A Deep Learning Approach to Locate Buggy Files,2020,2020 IEEE 11th International Conference …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9125003/,,593,08/02/2022 12:39,,,,,,,,,0,0,0,3,2,"… potential buggy source code files automatically, can assist … interface technology in NLP (natural language processing), … entities (eg, function invocation and traceability link).Similar to the …",,"https://scholar.google.com/scholar?q=related:eVxl-Y44AEkJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
27,"MM Rahman, CK Roy",STRICT: Information retrieval based search term identification for concept location,2017,2017 IEEE 24th International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7884611/,"https://scholar.google.com/scholar?cites=3683557270721060899&as_sdt=2005&sciodt=0,5&hl=en",628,08/02/2022 12:39,,,,,,,,,27,5.4,14,2,5,"… (eg, news article) and the source code files in our selected projects contain items beyond … developer’s effort for locating a concept in the source code [31]. In short, the measure returns …",https://arxiv.org/pdf/1807.04475,"https://scholar.google.com/scholar?q=related:I-AiR9KfHjMJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
15,"Y Zhou, Y Tong, T Chen, J Han",Augmenting bug localization with part-of-speech and invocation,2017,International Journal of Software …,World Scientific,https://www.worldscientific.com/doi/abs/10.1142/S0218194017500346,"https://scholar.google.com/scholar?cites=10313861616273477130&as_sdt=2005&sciodt=0,5&hl=en",632,08/02/2022 12:39,,10.1142/S0218194017500346,,,,,,,15,3,4,4,5,"… (2) We consider the invocation relationship between source code les … Our approach leverages natural language processing … Panichella, Improving irbased traceability recovery via noun-…",https://eprints.mdx.ac.uk/27175/1/19656.pdf,"https://scholar.google.com/scholar?q=related:Ck6ErH4yIo8J:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
4,"S Hotomski, M Glinz",A qualitative study on using GuideGen to keep requirements and acceptance tests aligned,2018,2018 IEEE 26th International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8491121/,"https://scholar.google.com/scholar?cites=114668928403671332&as_sdt=2005&sciodt=0,5&hl=en",672,08/02/2022 12:39,,,,,,,,,4,1,2,2,4,"… Since GuideGen analyzes textual requirements by using NLP methods, it is applicable only … Sergeyev, “Recovery of traceability links between software documentation and source code,…",https://www.zora.uzh.ch/id/eprint/205000/1/HotomskiGlinz_RE%2718.pdf,"https://scholar.google.com/scholar?q=related:JIlGaMhilwEJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
16,"S Eder, H Femmer, B Hauptmann…",Configuring latent semantic indexing for requirements tracing,2015,2015 IEEE/ACM 2nd …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7174674/,"https://scholar.google.com/scholar?cites=15703010078716087737&as_sdt=2005&sciodt=0,5&hl=en",693,08/02/2022 12:39,,,,,,,,,16,2.29,4,4,7,"… artifacts like models or diagrams and source code. As LSI is not the … are the documents for which traceability links have to be … requirements via natural language processing techniques,” …",,"https://scholar.google.com/scholar?q=related:uU1A7ndM7NkJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
26,"Y Zhang, D Lo, X Xia, TDB Le…",Inferring links between concerns and methods with multi-abstraction vector space model,2016,… and Evolution (ICSME …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7816459/,"https://scholar.google.com/scholar?cites=14209945483541624122&as_sdt=2005&sciodt=0,5&hl=en",822,08/02/2022 12:39,,,,,,,,,26,4.33,5,5,6,"… We also plan to merge our approach with other advanced text mining solutions, eg, … Marcus and JI Maletic, “Recovering documentation-to-source-code traceability links using …",https://ink.library.smu.edu.sg/cgi/viewcontent.cgi?article=4669&context=sis_research,"https://scholar.google.com/scholar?q=related:OjUqOCHeM8UJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
7,"R Gharibi, AH Rasekh, MH Sadreddini…",Leveraging textual properties of bug reports to localize relevant source files,2018,Information Processing …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0306457318301092,"https://scholar.google.com/scholar?cites=18041293887359813644&as_sdt=2005&sciodt=0,5&hl=en",882,08/02/2022 12:39,,,,,,,,,7,1.75,2,4,4,"… Another related area of research to our work is software traceability that tries to link different software artifacts (such as source code, documentation, and tests) to each other (Borg, …","https://scholar.google.com/scholar?output=instlink&q=info:DAiCJDSNX_oJ:scholar.google.com/&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022&scillfp=1448851254312149374&oi=lle","https://scholar.google.com/scholar?q=related:DAiCJDSNX_oJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
